account_age_days,email_domain_type,phone_verified,address_similarity_score,total_orders,avg_order_value,cancel_rate,order_frequency_per_month,num_categories_purchased,category_concentration_ratio,num_payment_methods,payment_failure_rate,refund_rate,same_card_diff_accounts,replacement_rate,replacement_to_order_ratio,common_return_reason,is_fake
343,gmail,1,0.8193187623469647,24,862.7262922336895,0.3706647481984328,15.618110354838489,19,0.7755842020195045,5,0.3275186633174651,0.12298175054039479,0,0.1139583977901248,0.32898539883479994,Defective,0
1515,companymail,1,0.7106672459428351,18,1331.8422245545453,0.340445207090375,24.59890311673951,19,0.6790166105761946,6,0.5524181682091811,0.17483917962388368,1,0.30703291366930063,0.016608777127150056,Other,1
1437,gmail,0,0.9816094273320143,22,516.3450738357213,0.5740862268151377,28.268962202738688,12,0.7101763614016765,4,0.47458740599639826,0.31048008211386247,0,0.3751376882308783,0.04806744632368596,Defective,1
805,gmail,1,0.7115129003118185,18,433.3015994312181,0.5014151557275071,22.288045488352786,7,0.6147912948299307,3,0.34452900256025426,0.3730039647435894,0,0.2853029355424891,0.35377880082839414,Other,0
385,gmail,1,0.4182555532560479,16,174.6411943522744,0.3653147645210412,15.376158536894538,8,0.8932218053110639,6,0.045149964444214576,0.06962684011525011,0,0.0376753970155693,0.1924281570340285,Other,0
1215,tempmail,1,0.6989276609452169,22,839.991585949768,0.3231901370228453,15.3314477515633,11,0.9072235091249363,4,0.39347779224129936,0.12628095889259328,0,0.30913342039208264,0.2990909633098973,Wrong Item,1
955,outlook,1,0.9994590671864021,24,782.4566086364155,0.43436624762384657,24.23360601239682,8,0.6450169591971262,4,0.20644456461501387,0.2958435828979001,0,0.3112978360405543,0.2457131322278047,Other,0
276,tempmail,1,0.7101418825625281,20,987.9449798246089,0.48234932458239266,3.6754305721155935,16,0.7581600545455012,6,0.4428357827684665,0.3790834465928265,0,0.25997867566515426,0.23465313667781654,Other,0
1184,outlook,1,0.7616813559803183,21,370.8394951445234,0.17714225192161498,4.599412879051828,9,0.5162076195849967,3,0.02434947603481614,0.41031209192962015,0,0.07663490636269361,0.047171651898624226,Wrong Item,0
459,yahoo,1,0.9383650151902594,20,779.0913911162938,0.40016830974925294,10.305382328049431,9,0.3423994056217101,10,0.28920598347278675,0.19172400802871353,0,0.1999251211514714,0.009485780299846126,Defective,0
1337,companymail,0,0.11365126131168335,20,469.48985591366994,0.0810926644368997,22.414169895551442,4,0.6726241763826084,10,0.21380119386741409,0.22299891274908856,0,0.01314794307117122,0.24085340176799486,Other,0
21,yahoo,1,0.7047842934477269,22,935.9290484868789,0.2582707943883418,1.9793002850445884,11,0.8336172694216836,1,0.008680690444989158,0.3389476893768683,0,0.10209614047688911,0.393115498653404,Defective,0
252,yahoo,1,0.850805957967449,18,734.0537803730707,0.5630619111994696,10.329709674566681,10,0.336322042520927,8,0.2821582414323621,0.13907046782427118,0,0.2687205110193853,0.25207720656481186,Changed Mind,0
747,tempmail,1,0.954378600220893,16,211.07649224813184,0.19577961370547892,9.556213687389793,9,0.6633346847255106,10,0.09110280843884204,0.04126196290461309,0,0.1450738635026729,0.2945226485138845,Changed Mind,0
856,outlook,1,0.21096928971169937,12,567.200740080514,0.09254100530777329,14.572128285451232,5,0.6602957021129786,7,0.013148225589866724,0.22160615013900037,0,0.06417317234257029,0.023049665165462453,Wrong Item,0
1584,tempmail,1,0.5039290077242442,22,112.97144940589669,0.0876875144364604,13.911495287724051,3,0.9269335944559765,9,0.36903126732875824,0.49281733017566803,0,0.042894645855577854,0.36216076658105373,Changed Mind,1
474,yahoo,1,0.6805548476444818,17,309.17957193293313,0.23623714207214191,21.432155631875418,13,0.7833552013414152,9,0.5921038055409985,0.18677005140098313,0,0.30573904167130994,0.25741937593769976,Other,1
1082,outlook,0,0.24746772950133744,29,324.30062862658286,0.13510578927539404,18.766832249141107,16,0.8301772379550189,1,0.4064462656942908,0.1491627200597777,0,0.11296952230764226,0.29162060979876253,Defective,0
510,gmail,1,0.600472863250274,17,439.764637683931,0.25615248239136235,27.08309952860266,9,0.6138445453722863,1,0.5293028767093056,0.4112696192793216,0,0.3853857815326321,0.34790847374502043,Wrong Item,1
1705,gmail,1,0.25757878249799937,20,534.328553998839,0.43133142233166155,5.419693025744561,8,0.7549265893654071,1,0.07571817300616936,0.45906478249045174,0,0.29553663938144853,0.2656529892912404,Wrong Item,0
1499,gmail,1,0.3334570205316473,24,641.1457737690193,0.532895859200022,12.962428354690593,6,0.3203309840519624,5,0.17770368318565175,0.3903586563769993,0,0.14127067912529223,0.05287825230226493,Defective,0
699,gmail,1,0.44151869651086506,24,628.6364251985813,0.0660999188667757,12.002868267120055,2,0.6216994357939372,6,0.46101083982202995,0.26184405801507316,0,0.13720091443443874,0.22768807599668592,Defective,0
975,gmail,0,0.529190098746567,14,594.0350426499558,0.46104494965851966,3.3755548080680353,6,0.6960710428442249,4,0.10732780521311007,0.44418328453371675,0,0.05651336859415519,0.07060728180030314,Wrong Item,0
1806,gmail,1,0.4493658716251506,29,683.0963570120233,0.06208817072591268,4.9448290489415925,19,0.8504216040815643,7,0.357446375121557,0.29493749519012835,0,0.2863744268793922,0.3255595867833815,Other,0
189,gmail,1,0.4931955197879292,22,287.5513396647803,0.22766056337840415,10.098918231918878,18,0.24913162994321097,10,0.2831256923482766,0.14762992547746878,0,0.19771210293314906,0.14607981403212458,Defective,0
957,outlook,0,0.2985887562882926,14,618.2946786262044,0.5979288433544111,22.044069781181605,6,0.39408117258978603,6,0.36171848605538925,0.4684480975805091,0,0.3292266615583075,0.041212029546461394,Defective,1
686,yahoo,1,0.1589650940226306,15,958.6147566295865,0.041206642533067314,4.5048369333574945,7,0.8122917303674086,9,0.5796486414935286,0.3284308874426935,0,0.11036650668711699,0.187961912598325,Wrong Item,0
957,yahoo,1,0.04734997732683943,13,558.5492932840206,0.013728619937138963,7.959552217504769,20,0.4908117817857913,1,0.4595652482697339,0.06679585230344248,0,0.13589754350454328,0.1954767705177446,Defective,1
562,gmail,0,0.1959787224916677,18,723.6681913916166,0.20018920006252885,20.292609844094574,2,0.5359986156424809,9,0.5934527020916178,0.16787773569578962,0,0.19145761318629334,0.37701200208586827,Defective,0
1899,gmail,1,0.581943641505783,16,700.4061779233364,0.5706724974855865,17.899621014665644,4,0.6573574504953028,8,0.07332838684606988,0.32985332257614025,0,0.2826345538838418,0.03522578211060114,Defective,0
1590,protonmail,1,0.7861154478031324,18,815.5671076506458,0.012023036726228953,3.1318158778544514,16,0.7544886682045977,5,0.2781238896280033,0.4186468061280618,1,0.3444241262802863,0.09834428540582252,Wrong Item,1
1267,outlook,1,0.16924759744289453,17,671.7847249343451,0.13362690793615037,28.31115130556481,3,0.35945695852254345,6,0.1479842509826956,0.4943868397219574,0,0.38164794679431024,0.3268850412644372,Other,1
831,outlook,1,0.10855535777264846,22,811.3413071748329,0.3618974347939217,4.440867774507355,7,0.8775278135054615,9,0.39961038419130823,0.10124439120187767,0,0.0193077911870581,0.10573909499239198,Wrong Item,0
1528,gmail,0,0.7492903605492502,20,726.8228447943609,0.14025200664111254,1.8422159556908901,3,0.4277598673371641,9,0.008509508127802755,0.4026753842682558,0,0.3381884431417951,0.37044955130079,Changed Mind,1
1154,outlook,0,0.3051583305372897,17,764.3212521735207,0.03228456828879076,9.127602702663713,7,0.33478491074803385,4,0.5360812442662675,0.05919461238896756,0,0.05034356601855512,0.13902866112917134,Defective,0
1508,gmail,1,0.9514994392273525,23,710.531910569593,0.031466822498919675,0.7940264150567344,11,0.7296023883430858,10,0.3606154252596186,0.3407389452624542,0,0.39296709871756086,0.3327664262504082,Changed Mind,0
1842,yahoo,1,0.714317970610373,21,348.30266304266024,0.33549560606815776,0.9217136932971559,16,0.42387625448288224,6,0.40246806594976076,0.05352277247907139,0,0.017661719222167926,0.26275704776667647,Changed Mind,0
646,companymail,1,0.32675604724303087,14,307.30891332684894,0.3371363457995913,17.361965865637178,16,0.555717210963694,1,0.47658458963239797,0.2801411115001799,0,0.12484109725444098,0.10708707641981832,Wrong Item,0
20,outlook,0,0.2895427477937049,17,511.69313537393435,0.4238842902495647,26.788523005827372,14,0.3972697671716976,9,0.44746479957188684,0.2612496474265121,0,0.39962337236116324,0.20447339184686927,Changed Mind,1
840,yahoo,1,0.523698386271309,18,987.9101320440873,0.07904467895741814,12.076331846334856,16,0.8681322733091859,1,0.4123603420091508,0.4471284054424914,0,0.09929556231285366,0.1520424331766634,Wrong Item,0
166,outlook,1,0.07914466827820943,18,557.0867390181704,0.2999110157645411,9.064274577890345,20,0.5496938833363975,2,0.568603082386637,0.26845554342344996,0,0.34219567345857427,0.36464441194821734,Other,1
1297,tempmail,1,0.11767651264529899,16,677.3898711896659,0.36056950089251644,27.438817638008675,7,0.15887465206907037,1,0.142487821023247,0.3581877530867628,1,0.3337160753151667,0.3778144001056679,Other,1
387,tempmail,1,0.1758578813161925,21,108.17341936935128,0.13342551502249597,1.843839032318596,2,0.1510373638370547,5,0.05699863028832157,0.43187804866144774,0,0.10580966147279143,0.39888651875123793,Defective,1
600,gmail,0,0.7747235933045602,20,648.4354751670265,0.3284056030581177,14.199377429373527,9,0.42834773295074724,4,0.3788326440590019,0.07043354693924636,0,0.20170049155267733,0.35094945239685016,Defective,0
315,gmail,1,0.5138573592691225,23,621.4770046041576,0.42494300516784583,7.578070234610665,5,0.46684028475033956,4,0.03864076598731445,0.05895764800630082,0,0.030735761957761776,0.369469708239359,Defective,0
13,gmail,1,0.010567122774442939,17,50.0,0.5945043774983922,11.451334461107777,10,0.13364508752915613,2,0.3325144510470455,0.06032491776879895,0,0.054444156135658076,0.2549232877654975,Changed Mind,1
241,gmail,1,0.673516527472109,24,672.722235492697,0.3578536229885272,12.323817649425914,11,0.8671961017149808,2,0.4196014625003257,0.1622817739629719,0,0.14372883528476543,0.19294834302395505,Wrong Item,0
776,gmail,1,0.4236901786604971,16,187.25486083619182,0.5167144781549539,16.35412862703015,18,0.5559265264829254,6,0.4044007280038973,0.19486965835836256,0,0.36236636381330894,0.24467694246698257,Other,1
1369,protonmail,1,0.5108523649637979,25,418.6627087719809,0.5002036496871449,13.597528684652149,10,0.5930678316515663,9,0.20257669214809462,0.019291963373658627,0,0.26478722875338984,0.33783945153388445,Changed Mind,0
564,tempmail,1,0.21411624341293556,18,848.6180033187359,0.5641601385865859,29.641482882283956,14,0.6866234561381619,9,0.40692525550104935,0.12460114442767295,0,0.24174987812055196,0.30054405990583466,Wrong Item,1
897,gmail,1,0.5517822283941036,21,639.3628817094329,0.433833358193135,0.7653357074666312,9,0.2958242819280557,8,0.20095856374346954,0.0034275679817734606,0,0.380793530795011,0.03269612058670237,Other,0
1363,outlook,1,0.9791532397514886,27,487.88747725755917,0.12786024803466012,22.729766044870303,2,0.5706361860636476,10,0.48343231958183486,0.09553069063766267,0,0.31148480115447036,0.21885509424166166,Changed Mind,1
91,yahoo,1,0.07344469100576145,23,466.481200163199,0.1788546765960928,1.5298592464848115,9,0.30057368686926933,9,0.5231775230011645,0.19645679517147085,1,0.39775835839585155,0.16003160988738285,Changed Mind,1
1390,protonmail,1,0.28391739966443064,21,495.5019415917076,0.470810978156755,12.932108884802938,17,0.4737608409562787,4,0.39950215862311433,0.3772350459680825,0,0.18390919951506166,0.11077385637912429,Changed Mind,0
955,yahoo,1,0.24299759286082978,19,640.2222386226997,0.31249364829374104,6.055405422733823,5,0.6641537119906019,3,0.37645724285019005,0.49865778997809024,0,0.07728652422603687,0.14388588133580124,Wrong Item,0
1478,gmail,1,0.2485493107511796,25,299.83928565103463,0.15078518817395917,28.35906901624869,14,0.31227361870469034,1,0.17256034346296936,0.09966272664947995,0,0.1699211965438785,0.13867141818440862,Changed Mind,0
1451,gmail,1,0.3787063575653773,21,881.104367036666,0.3940022038509951,21.674711783712556,18,0.8952202282193085,6,0.27915300624326733,0.3506068866849741,0,0.16990476441463553,0.06988173827130471,Changed Mind,0
508,yahoo,1,0.8181097847441675,14,313.1090802806132,0.5439215408302281,13.885414869847049,19,0.36432810549920713,6,0.13810824523793191,0.1762053398821124,0,0.31062131562373624,0.20544330409894915,Defective,1
775,gmail,0,0.9128586899643873,13,168.23561679009532,0.21461391525820164,28.567263521190966,9,0.3733719223710035,2,0.4225854222546996,0.42478717327403853,0,0.10658921072966021,0.39177352560888085,Defective,0
1966,yahoo,1,0.20221508745897332,12,847.7882829867676,0.35774691839846606,21.638838607977586,3,0.9290225324909295,1,0.390210160515497,0.16670674664960933,0,0.21162768332443296,0.11208097882373291,Changed Mind,0
34,tempmail,1,0.5429499379481127,19,490.76966898513297,0.34890031852890063,28.558211368284883,17,0.45027624600834437,10,0.06553001548423347,0.15472289932956373,0,0.16249948400957753,0.08332530201051142,Other,0
205,yahoo,1,0.6368989721654803,21,617.6148976647756,0.07618480208004601,21.13724617278201,4,0.2228870665820341,2,0.5386883744016151,0.267547994268753,0,0.18165455396840757,0.2634533353672614,Other,0
1104,gmail,1,0.5218274743638449,10,763.6577542523754,0.05414699346538849,2.331324304981356,7,0.48480453027443415,3,0.592595070307538,0.4988746994833925,0,0.03996442061443908,0.09855389426755434,Changed Mind,1
1955,companymail,1,0.43407639419691957,11,420.1407630263618,0.5336560617535366,18.489161097826006,3,0.40514269539766357,10,0.08498651882759975,0.17638827069516594,0,0.22573043954511976,0.2871669055452159,Defective,0
1585,yahoo,1,0.19197550585923784,20,634.286438088353,0.560122134871801,29.410491160469945,9,0.5456231946071499,2,0.16532813009773567,0.10122137087608568,1,0.25354919147713667,0.24852829332863782,Wrong Item,1
1895,gmail,1,0.48821935919923853,24,762.0537453971342,0.5425450728901675,6.4254630133227675,14,0.6514042569371131,3,0.49289441402191997,0.3479211315216943,0,0.01954693646405752,0.3689745291023391,Wrong Item,1
1411,gmail,1,0.4012148277113289,19,1010.8087214687439,0.23799287666461888,23.782190521928744,12,0.39670464629920965,4,0.23696270702180744,0.4468965381838584,0,0.052000264760027864,0.09623946933307725,Wrong Item,0
1025,gmail,1,0.7955633625022697,18,472.23527687530185,0.1725720550401014,5.538961926386671,6,0.7400956316202092,5,0.034593957344373184,0.41500727247644636,0,0.02819908930109767,0.3429444681087583,Changed Mind,0
1021,outlook,1,0.7636043591629952,17,484.2631999102916,0.5653033664426982,13.56711553617358,10,0.37249986602690144,8,0.5470560970639505,0.44006702029358563,0,0.08122499429218695,0.28477051646831936,Wrong Item,1
1413,tempmail,1,0.1339986812056707,22,740.831654831332,0.5296814210844262,2.5399116310119494,14,0.8547920809411038,6,0.31519806530656813,0.016851399729951644,0,0.02815233865632072,0.17632530076254002,Defective,1
565,yahoo,0,0.08851905256306758,16,652.1482410147096,0.49189040445661997,10.217584291319021,18,0.9658895389306594,1,0.01857239273003339,0.040173998231743446,0,0.16532465067407687,0.11748520440161672,Changed Mind,0
1129,gmail,1,0.908153943227503,22,565.7410601262925,0.2005110007155362,23.28679445932799,3,0.11231109343417332,6,0.2608145264492481,0.3961608907867392,0,0.10327128805110003,0.09644247395377006,Wrong Item,0
1795,yahoo,1,0.5355083889644977,22,998.1724956271466,0.3832455667684144,1.3580414385382045,16,0.2048009830910303,2,0.5006563261360735,0.20627292893877497,0,0.2956779403854765,0.17659925843040677,Defective,0
1845,companymail,1,0.8578009372825907,21,179.39068267210558,0.4502521654533307,9.60589906538334,11,0.5590536250286967,6,0.23663017191264757,0.22567139285161059,0,0.37163870845839464,0.13705373885428213,Wrong Item,0
1500,yahoo,1,0.05815112056640115,13,244.56363738553455,0.3456925777923629,18.892569456330854,13,0.6607103714871614,6,0.07817390458137786,0.1987538283902357,0,0.21108826372863573,0.24338060369186554,Other,0
702,companymail,1,0.5265156165216303,18,182.27951506115357,0.361202599979686,28.4567226450626,9,0.9195239694862125,1,0.024701725016143004,0.0843077134523858,0,0.14318712259261326,0.16146219692665068,Other,0
401,tempmail,1,0.5394265145762364,19,900.4199902499936,0.45401266972786025,7.360553100301654,14,0.6674473933940634,4,0.46762783221341675,0.4696181096445013,0,0.2234582718033854,0.09182810531070183,Defective,1
729,gmail,1,0.8607020325421499,18,728.680830305113,0.460096788955966,5.194500289153579,15,0.8778665420564872,10,0.30618083359923254,0.36562044867021254,0,0.05836442434493856,0.31934896712031985,Defective,0
1579,outlook,1,0.0976099982297075,23,257.3137290332971,0.14396919923651613,6.110118916914882,19,0.5701120908691545,3,0.19225110208285778,0.16143145265109504,0,0.3222278166406355,0.1768857162061247,Other,1
161,outlook,1,0.2404455636759093,22,569.2416521626933,0.2344048315113536,7.104262105208311,2,0.7206710259659317,8,0.49580216405840966,0.29597627286442374,0,0.21820215905288484,0.20664726748232165,Defective,0
201,yahoo,0,0.4065383138870131,21,593.0811016652577,0.46871065298324466,19.14964665722036,13,0.9311620096984398,4,0.06797263916541937,0.2639090896018549,0,0.010316244871223113,0.2711853126758869,Changed Mind,0
1981,gmail,1,0.8658414754199422,19,50.0,0.15686850468668526,29.960035553472192,18,0.7097243566825914,10,0.0982340706251711,0.23833717833523527,1,0.198972624195646,0.09209935634284278,Changed Mind,0
995,outlook,1,0.938883315070567,23,647.0692819864286,0.5493563795886693,15.707738433446861,2,0.5343939756908733,7,0.23340689961806216,0.4812698739527452,0,0.2490811722034142,0.13706258739165852,Other,1
269,gmail,0,0.9927246195936279,19,305.61348446667307,0.5033359649700132,8.142923429573564,3,0.633589717950105,3,0.02349132017964448,0.2253058183380926,0,0.059118349986556455,0.08775585462197114,Changed Mind,0
1886,yahoo,1,0.9591934864585215,21,776.6671367227508,0.537273723562746,22.40879312457792,14,0.4872634541836508,10,0.5123102816530096,0.30678321590585994,0,0.15356380423655516,0.25886574201890483,Defective,1
815,yahoo,1,0.005941755844354413,22,313.2646885550501,0.17837995127927475,4.747549218321009,1,0.2350451738179219,7,0.2748856571949973,0.13015424604017167,0,0.11049417648575091,0.34269759023520924,Defective,0
1294,companymail,0,0.04770834145387204,15,654.7899551302573,0.0630702062433266,0.9004251913739636,12,0.7931405110237092,2,0.356308468247384,0.18308299016128748,0,0.19449563888467047,0.16254527276553757,Changed Mind,0
455,tempmail,1,0.14760681915758866,18,923.6425581974629,0.06035437822529366,18.15794906893314,5,0.47300843333349885,5,0.027757549631212464,0.2867426999959425,0,0.1890526631229259,0.0733621557473577,Other,0
1485,gmail,1,0.34886209677027313,22,843.6400202533067,0.33354452384349503,6.308866627794635,19,0.1852981841446193,5,0.5197732094861006,0.4631942255291794,1,0.3519080376597801,0.3025455432625804,Other,1
1750,yahoo,0,0.8299180309869587,20,726.7912209292874,0.1833542644246252,11.977117554219628,20,0.733580865965003,4,0.5817255471874673,0.4862735575604166,0,0.35387337289388654,0.3990461954214921,Defective,1
1275,gmail,1,0.8926561953354805,11,579.6661058895634,0.1581130101016589,6.93409919924104,9,0.7876424327703637,4,0.5326351729525253,0.40460644416052727,0,0.10903720064457878,0.08049859722572097,Other,1
1016,protonmail,1,0.18683440629458303,23,224.97394072828843,0.1334432363817875,27.541851986588025,7,0.19474818003087552,6,0.41053384610964816,0.4105394402522009,0,0.2971961757832866,0.09226634875688684,Other,0
1725,tempmail,1,0.6196641516197087,19,490.22603992513115,0.3372585662926601,10.13965924914942,3,0.5102855821112168,2,0.47518654150746287,0.06050820533205503,0,0.05330234737007405,0.31293723009465296,Other,1
295,gmail,1,0.9173619850652766,25,543.4984576817732,0.3288571390466649,13.47220464938579,7,0.5331530528863683,3,0.5091549697394702,0.45238007519285617,0,0.1475652347298831,0.14503265300985674,Defective,1
1748,outlook,1,0.4637317359313208,21,525.5444141291862,0.2533876076950609,7.045289266150783,15,0.3110590774032507,10,0.1299878704607185,0.4744420920109043,0,0.14770849960164045,0.29958667459910593,Wrong Item,0
719,outlook,1,0.10354357195278396,19,216.61943942009088,0.08306402114042334,2.5455303483198066,11,0.819254444860909,7,0.08595092666392479,0.11577687227175476,0,0.3382505163153712,0.13252518898428423,Wrong Item,0
1772,gmail,0,0.45781365008462493,21,708.6086862059675,0.5572768841035708,15.376698556993272,10,0.577677588018828,10,0.12255426627202487,0.25382074303338614,0,0.029319772042463967,0.29813164094913686,Other,0
337,tempmail,1,0.37579490228805723,27,304.7710819186784,0.25676157735481797,26.061698076492707,1,0.615093773950962,5,0.5329093420487349,0.19776912285344306,0,0.20635648973511886,0.2878685483634391,Wrong Item,1
878,yahoo,1,0.577657996066007,28,986.5272359014134,0.0741853769670529,10.550449449536485,9,0.4221775533740869,4,0.20193076301888854,0.3729397047406191,0,0.1736447498058661,0.3236013122634275,Other,0
1076,tempmail,0,0.43865868440710365,9,637.0052963296737,0.022247363493026272,23.429058127738102,3,0.3209518735746726,9,0.09194430556710977,0.0758853560092444,0,0.2385037656126178,0.322313758692795,Defective,0
791,yahoo,1,0.01734592685371794,18,844.8156570036132,0.09155597903463764,0.9783696991324564,6,0.8219551678048951,8,0.5997530629211679,0.3667009683028908,0,0.34798535672328923,0.028709683026898025,Changed Mind,1
1945,gmail,1,0.9939977334136711,19,839.6482850863354,0.17827573905854188,7.065259374259925,18,0.5796290864862144,9,0.10094210616573503,0.42393586647469655,0,0.028490598907148713,0.2694614965519687,Defective,0
216,gmail,1,0.5435402377305709,20,1119.4829104012078,0.3780561136930738,3.944859811749554,4,0.3167981151412313,8,0.06978526645543925,0.05984517099689818,0,0.3922288805727652,0.17413543642673068,Changed Mind,0
763,gmail,1,0.47363075548460953,24,645.4702513097632,0.5825614021987439,12.086471934562667,19,0.4834924498465981,2,0.5004166526788684,0.11533405507801203,0,0.2640749493184858,0.29933058092038334,Defective,1
187,protonmail,1,0.954617371504054,16,502.48468754751457,0.16324060560355205,26.829987861383113,6,0.6002141640151026,4,0.5071152245805511,0.061866200361918255,0,0.3055393912141318,0.37607871833589646,Changed Mind,1
379,tempmail,1,0.1558603675870771,17,507.30370213877086,0.4738825630988756,11.205357914701532,1,0.5996414675779599,3,0.3298657456687411,0.40398554804347075,0,0.15917184845290697,0.17185766532103997,Changed Mind,1
492,tempmail,1,0.18923760254524824,20,974.0256603349505,0.5468318027783774,18.099708870063182,4,0.6019598728278734,10,0.165066149001131,0.010931427610371414,0,0.37693701078110325,0.08163904142937564,Wrong Item,1
1064,gmail,1,0.8080147490627835,18,269.9411460193415,0.23494354503148845,26.944263577694127,1,0.2521966820446741,10,0.18460609844686968,0.447156793195905,0,0.1327731925905105,0.24324041069212665,Defective,0
1180,gmail,1,0.26083108002500877,34,380.4688554517045,0.151964156354866,10.793596533784696,17,0.5993768996902219,1,0.18212686609899995,0.26865595734804054,0,0.30946110240310865,0.05363941796114369,Changed Mind,0
14,tempmail,1,0.7992271062915269,24,659.2479401828658,0.2946401397354813,10.972668767292852,4,0.411173414311082,4,0.5193393366299193,0.10785627038370654,0,0.32867001138564667,0.06880959613754505,Other,1
